OrderID,CustomerID,OrderDate,ProductID,Quantity,Discount,PaymentMethod,Status,Age,City,SignupDate,CustomerSegment,ProductName,Category,UnitPrice,PaymentID,PaymentDate,PaymentStatus
500056,108499,2024-12-20,2018,2.0,0.0,Wallet,Completed,46,Tehran,2023-01-17,Tehran,Microphone,Electronics,85.0,800056,2024-12-20,Paid
500057,101360,2025-03-02,2011,1.0,0.0,Gateway,Completed,35,Isfahan,2025-03-13,Isfahan,Desk Lamp,Home Office,32.0,800057,2025-03-02,Paid
500058,104257,2025-06-15,2010,2.0,0.0,Gateway,Completed,33,tehran,2024-06-05,tehran,Fitness Band,Wearables,55.0,800058,2025-06-15,Paid
500059,109227,2025-07-16,2003,1.0,0.0,Wallet,Completed,52,Tehran,2024-07-08,Tehran,USB-C Cable,Accessories,9.0,800059,2025-07-16,Refunded
500060,104648,2025-12-18,2009,2.0,0.15,Wallet,Completed,21,Isfahan,2023-04-25,Isfahan,Smart Watch,Wearables,120.0,800060,2025-12-18,Paid
500061,103566,2024-08-24,2011,2.0,0.0,Cash,Completed,30,Mashhad,2023-01-04,Mashhad,Desk Lamp,Home Office,32.0,800061,2024-08-24,Paid
500062,103020,2024-04-06,2007,3.0,0.05,Gateway,Completed,53,Tabriz,2023-05-07,Tabriz,Headphones,Electronics,75.0,800062,2024-04-06,Paid
500063,106946,2024-06-10,2011,1.0,0.0,Gateway,Completed,44,Tabriz,2025-07-19,Tabriz,Desk Lamp,Home Office,32.0,800063,2024-06-10,Paid
500064,107003,2026-04-11,2015,2.0,0.1,CardToCard,Completed,64,Tehran,2023-06-14,Tehran,Bluetooth Speaker,Electronics,58.0,800064,2026-04-11,Paid
500065,104518,2025-04-17,2014,1.0,0.0,CardToCard,Completed,20,Mashhad,2024-01-11,Mashhad,Backpack,Accessories,42.0,800065,2025-04-17,Paid
500066,102799,2024-07-08,2017,1.0,0.05,Gateway,Completed,51,Mashhad,2023-12-30,Mashhad,HDMI Cable,Accessories,11.0,800066,2024-07-08,Paid
500067,100378,2025-11-09,2013,1.0,0.05,Gateway,Completed,53,Karaj,2023-08-31,Karaj,Notebook,Stationery,7.0,800067,2025-11-09,Paid
500068,104093,2025-05-22,2002,1.0,0.05,Wallet,Cancelled,35,Tehran,2025-10-25,Tehran,Mechanical Keyboard,Electronics,62.0,800068,2025-05-22,Paid
500069,103550,2024-11-13,2011,4.0,0.1,Gateway,Returned,48,Tabriz,2024-06-22,Tabriz,Desk Lamp,Home Office,32.0,800069,2024-11-13,Paid
500070,105158,2024-01-16,2003,3.0,0.0,Gateway,Completed,23,Qom,2024-11-06,Qom,USB-C Cable,Accessories,9.0,800070,2024-01-16,Paid
500071,100053,2025-11-07,2008,1.0,0.1,Wallet,Completed,35,Shiraz,2024-02-27,Shiraz,Phone Case,Accessories,14.0,800071,2025-11-07,Paid
500072,108212,2025-09-12,2017,1.0,0.2,CardToCard,Completed,22,Mashhad,2023-05-11,Mashhad,HDMI Cable,Accessories,11.0,800072,2025-09-12,Paid
500073,102545,2024-08-14,2002,2.0,0.05,Gateway,Completed,56,Shiraz,2023-02-22,Shiraz,Mechanical Keyboard,Electronics,62.0,800073,2024-08-14,Paid
500074,106487,2024-08-17,2014,5.0,0.1,Gateway,Completed,55,Kerman,2025-06-11,Kerman,Backpack,Accessories,42.0,800074,2024-08-17,Paid
500075,104951,2024-08-22,2007,1.0,0.05,Wallet,Completed,33,Tehran,2025-01-18,Tehran,Headphones,Electronics,75.0,800075,2024-08-22,Paid
500076,105369,2025-08-02,2014,3.0,0.05,Gateway,Completed,49,Isfahan,2024-12-10,Isfahan,Backpack,Accessories,42.0,800076,2025-08-02,Paid
500077,108987,2024-09-11,2003,2.0,0.3,Gateway,Completed,53,Tehran,2025-06-06,Tehran,USB-C Cable,Accessories,9.0,800077,2024-09-11,Paid
500078,100771,2024-09-25,2002,2.0,0.3,CardToCard,Completed,49,Qom,2025-01-20,Qom,Mechanical Keyboard,Electronics,62.0,800078,2024-09-25,Paid
500079,103388,2024-11-21,2015,2.0,0.2,Wallet,Completed,53,Shiraz,2023-06-13,Shiraz,Bluetooth Speaker,Electronics,58.0,800079,2024-11-21,Paid
500080,100685,2026-06-05,2013,1.0,0.0,Gateway,Cancelled,26,Isfahan,2025-04-22,Isfahan,Notebook,Stationery,7.0,800080,2026-06-05,Paid
500081,107845,2025-02-01,2018,2.0,0.0,Gateway,Completed,26,Tehran,2024-04-23,Tehran,Microphone,Electronics,85.0,800081,2025-02-01,Paid
500082,103580,2024-11-22,2007,3.0,0.05,CardToCard,Completed,21,Tehran,2023-09-24,Tehran,Headphones,Electronics,75.0,800082,2024-11-22,Paid
500083,104496,2025-02-10,2008,1.0,0.0,Wallet,Completed,48,Tehran,2023-06-02,Tehran,Phone Case,Accessories,14.0,800083,2025-02-10,Paid
500084,100243,2025-09-13,2013,3.0,0.05,CardToCard,Completed,22,Mashhad,2023-05-21,Mashhad,Notebook,Stationery,7.0,800084,2025-09-13,Paid
500085,106025,2026-02-03,2003,1.0,0.0,Gateway,Completed,41,Tehran,2023-02-23,Tehran,USB-C Cable,Accessories,9.0,800085,2026-02-03,Paid
500086,102251,2026-06-19,2001,1.0,0.0,Gateway,Completed,42,Shiraz,2025-05-24,Shiraz,Wireless Mouse,Electronics,18.0,800086,2026-06-19,Paid
500087,100613,2025-02-23,2015,2.0,0.0,Gateway,Completed,55,Mashhad,2024-07-24,Mashhad,Bluetooth Speaker,Electronics,58.0,800087,2025-02-23,Paid
500088,109509,2025-02-01,2008,3.0,0.05,CardToCard,Completed,57,Tabriz,2025-11-11,Tabriz,Phone Case,Accessories,14.0,800088,2025-02-01,Paid
500089,105172,2024-10-12,2019,2.0,0.05,Gateway,Completed,39,Mashhad,2025-12-28,Mashhad,Tablet,Electronics,260.0,800089,2024-10-12,Paid
500090,102165,2025-11-04,2003,4.0,0.1,Wallet,Completed,63,Rasht,2024-01-23,Rasht,USB-C Cable,Accessories,9.0,800090,2025-11-04,Refunded
500091,103486,2025-07-20,2003,1.0,0.1,Cash,Cancelled,19,Ahvaz,2025-08-29,Ahvaz,USB-C Cable,Accessories,9.0,800091,2025-07-20,Paid
500092,107995,2024-11-09,2001,5.0,0.05,CardToCard,Completed,58,Qom,2025-02-06,Qom,Wireless Mouse,Electronics,18.0,800092,2024-11-09,Paid
500093,104739,2025-03-23,2018,2.0,0.1,Gateway,Completed,34,unknown,2025-02-07,unknown,Microphone,Electronics,85.0,800093,2025-03-23,Paid
500094,106590,2024-06-26,2015,2.0,0.3,Gateway,Completed,41,Tehran,2025-12-06,Tehran,Bluetooth Speaker,Electronics,58.0,800094,2024-06-26,Paid
500095,102948,2025-08-22,2020,1.0,0.15,Gateway,Completed,41,Isfahan,2025-11-03,Isfahan,Gaming Controller,Gaming,68.0,800095,2025-08-22,Paid
500096,101255,2024-08-05,2018,1.0,0.0,CardToCard,Completed,49,Rasht,2025-04-30,Rasht,Microphone,Electronics,85.0,800096,2024-08-05,Paid
500097,100083,2024-10-29,2004,1.0,0.3,Gateway,Completed,25,Isfahan,2023-12-19,Isfahan,Power Bank,Electronics,35.0,800097,2024-10-29,Paid
500098,102041,2024-02-29,2017,3.0,0.0,Gateway,Cancelled,31,Tabriz,2025-03-28,Tabriz,HDMI Cable,Accessories,11.0,800098,2024-02-29,Paid
500099,109236,2024-07-09,2014,4.0,0.1,CardToCard,Completed,44,Isfahan,2024-03-24,Isfahan,Backpack,Accessories,42.0,800099,2024-07-09,Paid
500100,100300,2024-06-17,2005,3.0,0.0,CardToCard,Completed,19,Tehran,2025-11-02,Tehran,Laptop Stand,Accessories,28.0,800100,2024-06-17,Paid
500101,100163,2025-09-27,2008,2.0,0.15,Gateway,Completed,37,Tehran,2024-08-22,Tehran,Phone Case,Accessories,14.0,800101,2025-09-27,Paid
500102,100303,2025-08-23,2010,1.0,0.0,Gateway,Completed,18,Karaj,2023-10-25,Karaj,Fitness Band,Wearables,55.0,800102,2025-08-23,Paid
500103,107340,2025-04-10,2005,1.0,0.05,Gateway,Completed,45,Tabriz,2024-08-26,Tabriz,Laptop Stand,Accessories,28.0,800103,2025-04-10,Paid
500104,108874,2024-11-30,2005,1.0,0.1,CardToCard,Completed,57,Rasht,2024-12-04,Rasht,Laptop Stand,Accessories,28.0,800104,2024-11-30,Paid
500105,104487,2026-02-10,2015,1.0,0.15,Gateway,Completed,44,Tabriz,2023-04-02,Tabriz,Bluetooth Speaker,Electronics,58.0,800105,2026-02-10,Failed
500106,109797,2026-02-03,2007,3.0,0.0,Gateway,Completed,47,Isfahan,2024-11-02,Isfahan,Headphones,Electronics,75.0,800106,2026-02-03,Paid
500107,103568,2025-06-04,2007,3.0,0.1,Wallet,Completed,25,Isfahan,2023-06-25,Isfahan,Headphones,Electronics,75.0,800107,2025-06-04,Paid
500108,109290,2025-07-22,2018,4.0,0.0,Wallet,Completed,31,Mashhad,2023-02-09,Mashhad,Microphone,Electronics,85.0,800108,2025-07-22,Paid
500109,104967,2025-11-19,2017,2.0,0.05,Gateway,Completed,28,Mashhad,2023-08-15,Mashhad,HDMI Cable,Accessories,11.0,800109,2025-11-19,Paid
500110,103549,2025-09-16,2003,1.0,0.15,Gateway,Cancelled,41,Karaj,2024-02-02,Karaj,USB-C Cable,Accessories,9.0,800110,2025-09-16,Paid
500111,108820,2024-07-13,2003,3.0,0.0,Gateway,Completed,25,Qom,2025-08-05,Qom,USB-C Cable,Accessories,9.0,800111,2024-07-13,Paid
500112,100737,2025-03-10,2005,2.0,0.1,Gateway,Completed,53,Tabriz,2025-08-03,Tabriz,Laptop Stand,Accessories,28.0,800112,2025-03-10,Paid
500113,101140,2024-05-11,2013,1.0,0.15,Gateway,Cancelled,43,Isfahan,2023-01-04,Isfahan,Notebook,Stationery,7.0,800113,2024-05-11,Paid
500114,107642,2025-11-30,2007,3.0,0.0,unknown,Completed,54,Shiraz,2023-10-28,Shiraz,Headphones,Electronics,75.0,800114,2025-11-30,Paid
500115,109188,2025-07-18,2008,2.0,0.0,Gateway,Completed,27,Isfahan,2023-11-11,Isfahan,Phone Case,Accessories,14.0,800115,2025-07-18,Paid
500116,102851,2026-06-04,2001,1.0,0.05,unknown,Completed,27,Shiraz,2024-07-27,Shiraz,Wireless Mouse,Electronics,18.0,800116,2026-06-04,Refunded
500117,106117,2024-04-28,2008,2.0,0.15,Wallet,Returned,58,Tehran,2024-08-27,Tehran,Phone Case,Accessories,14.0,800117,2024-04-28,Paid
500118,101946,2025-03-16,2005,1.0,0.05,Gateway,Completed,41,Karaj,2025-02-06,Karaj,Laptop Stand,Accessories,28.0,800118,2025-03-16,Paid
500119,101651,2025-09-17,2007,3.0,0.0,Gateway,Completed,41,Tabriz,2024-05-19,Tabriz,Headphones,Electronics,75.0,800119,2025-09-17,Paid
500120,104593,2026-01-19,2001,5.0,0.0,unknown,Completed,21,Rasht,2023-01-21,Rasht,Wireless Mouse,Electronics,18.0,800120,2026-01-19,Paid
500121,109488,2026-01-07,2008,3.0,0.0,CardToCard,Completed,31,Qom,2023-08-15,Qom,Phone Case,Accessories,14.0,800121,2026-01-07,Paid
500122,100808,2024-06-23,2012,2.0,0.15,Gateway,Completed,23,Ahvaz,2025-01-22,Ahvaz,Office Chair,Home Office,180.0,800122,2024-06-23,Paid
500123,108989,2026-06-08,2008,1.0,0.15,Gateway,Completed,18,Ahvaz,2025-06-24,Ahvaz,Phone Case,Accessories,14.0,800123,2026-06-08,Paid
500124,100247,2026-06-07,2002,1.0,0.3,CardToCard,Completed,54,Isfahan,2023-10-30,Isfahan,Mechanical Keyboard,Electronics,62.0,800124,2026-06-07,Paid
500125,109971,2026-05-22,2007,4.0,0.3,Gateway,Completed,27,Karaj,2025-03-18,Karaj,Headphones,Electronics,75.0,800125,2026-05-22,Failed
500126,105041,2025-06-14,2005,4.0,0.05,Cash,Completed,34,Tehran,2025-08-14,Tehran,Laptop Stand,Accessories,28.0,800126,2025-06-14,Paid
500127,108080,2025-12-19,2007,2.0,0.0,CardToCard,Completed,57,Kerman,2025-04-23,Kerman,Headphones,Electronics,75.0,800127,2025-12-19,Refunded
500128,106290,2024-03-06,2014,1.0,0.05,CardToCard,Completed,57,Tehran,2025-05-15,Tehran,Backpack,Accessories,42.0,800128,2024-03-06,Paid
500129,108436,2024-08-08,2019,1.0,0.0,Gateway,Completed,21,Isfahan,2025-02-02,Isfahan,Tablet,Electronics,260.0,800129,2024-08-08,Paid
500130,106102,2024-03-20,2012,1.0,0.3,Gateway,Completed,60,Tehran,2025-10-14,Tehran,Office Chair,Home Office,180.0,800130,2024-03-20,Paid
500131,101553,2025-03-12,2007,1.0,0.05,Wallet,Completed,43,Ahvaz,2023-07-25,Ahvaz,Headphones,Electronics,75.0,800131,2025-03-12,Paid
500132,100253,2026-05-17,2008,1.0,0.05,Gateway,Completed,27,Tehran,2024-06-28,Tehran,Phone Case,Accessories,14.0,800132,2026-05-17,Paid
500133,108318,2025-07-14,2017,2.0,0.1,Gateway,Completed,39,Mashhad,2023-05-08,Mashhad,HDMI Cable,Accessories,11.0,800133,2025-07-14,Paid
500134,100871,2025-02-02,2017,1.0,0.0,CardToCard,Completed,39,Tabriz,2023-04-23,Tabriz,HDMI Cable,Accessories,11.0,800134,2025-02-02,Paid
500135,107244,2025-11-16,2017,2.0,0.3,CardToCard,Completed,31,Qom,2025-06-11,Qom,HDMI Cable,Accessories,11.0,800135,2025-11-16,Paid
500136,101858,2025-04-20,2018,2.0,0.0,Gateway,Completed,41,Mashhad,2024-02-21,Mashhad,Microphone,Electronics,85.0,800136,2025-04-20,Paid
500137,106607,2025-01-30,2017,3.0,0.05,CardToCard,Completed,59,Tabriz,2024-12-03,Tabriz,HDMI Cable,Accessories,11.0,800137,2025-01-30,Paid
500138,103340,2025-06-27,2007,1.0,0.0,Gateway,Completed,59,Karaj,2024-08-01,Karaj,Headphones,Electronics,75.0,800138,2025-06-27,Paid
500139,108835,2025-03-18,2011,4.0,0.05,CardToCard,Completed,63,Karaj,2025-10-25,Karaj,Desk Lamp,Home Office,32.0,800139,2025-03-18,Failed
500140,107286,2025-07-08,2008,1.0,0.2,Wallet,Completed,41,Tehran,2025-02-10,Tehran,Phone Case,Accessories,14.0,800140,2025-07-08,Paid
500141,104773,2025-11-24,2010,2.0,0.05,Gateway,Completed,26,Karaj,2023-06-09,Karaj,Fitness Band,Wearables,55.0,800141,2025-11-24,Paid
500142,100252,2025-02-03,2010,1.0,0.1,CardToCard,Completed,41,Tehran,2024-09-12,Tehran,Fitness Band,Wearables,55.0,800142,2025-02-03,Paid
500143,103103,2024-12-24,2016,2.0,0.1,Gateway,Completed,18,Karaj,2023-12-09,Karaj,Monitor,Electronics,21.0,800143,2024-12-24,Paid
500144,101874,2025-04-27,2016,1.0,0.0,CardToCard,Completed,63,unknown,2025-09-14,unknown,Monitor,Electronics,21.0,800144,2025-04-27,Paid
500145,107442,2026-03-01,2008,2.0,0.15,CardToCard,Completed,48,Tabriz,2025-10-24,Tabriz,Phone Case,Accessories,14.0,800145,2026-03-01,Paid
500146,107442,2024-12-31,2009,4.0,0.0,Cash,Completed,48,Tabriz,2025-10-24,Tabriz,Smart Watch,Wearables,120.0,800146,2024-12-31,Paid
500147,104242,2026-01-02,2010,4.0,0.0,Wallet,Completed,31,Isfahan,2024-01-16,Isfahan,Fitness Band,Wearables,55.0,800147,2026-01-02,Paid
500148,103890,2025-06-17,2013,3.0,0.1,Wallet,Completed,57,Tehran,2025-10-26,Tehran,Notebook,Stationery,7.0,800148,2025-06-17,Paid
500149,105747,2024-01-11,2009,2.0,0.3,CardToCard,Completed,38,Isfahan,2024-11-16,Isfahan,Smart Watch,Wearables,120.0,800149,2024-01-11,Paid
500150,104546,2025-02-15,2014,1.0,0.05,CardToCard,Completed,54,Tehran,2024-04-23,Tehran,Backpack,Accessories,42.0,800150,2025-02-15,Paid
500151,104785,2024-06-30,2006,4.0,0.05,Gateway,Completed,58,Shiraz,2024-12-01,Shiraz,Webcam,Electronics,48.0,800151,2024-06-30,Paid
500152,101032,2024-05-10,2012,1.0,0.0,Wallet,Completed,26,Isfahan,2023-10-22,Isfahan,Office Chair,Home Office,180.0,800152,2024-05-10,Paid
500153,108727,2024-07-21,2018,1.0,0.0,CardToCard,Completed,60,Isfahan,2025-04-26,Isfahan,Microphone,Electronics,85.0,800153,2024-07-21,Paid
500154,102971,2025-09-07,2007,1.0,0.15,Wallet,Completed,47,Tabriz,2024-02-13,Tabriz,Headphones,Electronics,75.0,800154,2025-09-07,Paid
500155,103997,2025-06-26,2003,2.0,0.05,Wallet,Returned,19,Ahvaz,2024-10-23,Ahvaz,USB-C Cable,Accessories,9.0,800155,2025-06-26,Paid
500156,103396,2025-04-08,2014,1.0,0.1,Gateway,Completed,56,Shiraz,2023-08-02,Shiraz,Backpack,Accessories,42.0,800156,2025-04-08,Paid
500157,109573,2025-03-03,2014,1.0,0.15,Gateway,Completed,25,Tehran,2025-07-31,Tehran,Backpack,Accessories,42.0,800157,2025-03-03,Paid
500158,109579,2024-12-02,2009,2.0,0.3,CardToCard,Completed,41,Tehran,2024-10-01,Tehran,Smart Watch,Wearables,120.0,800158,2024-12-02,Paid
500159,109132,2026-02-06,2003,2.0,0.05,Gateway,Completed,49,Kerman,2024-10-09,Kerman,USB-C Cable,Accessories,9.0,800159,2026-02-06,Paid
500160,105558,2026-04-06,2007,3.0,0.0,Cash,Completed,30,Tehran,2023-03-15,Tehran,Headphones,Electronics,75.0,800160,2026-04-06,Paid
500161,103309,2025-10-22,2016,1.0,0.1,Cash,Completed,19,Mashhad,2025-08-01,Mashhad,Monitor,Electronics,21.0,800161,2025-10-22,Paid
500162,101330,2024-09-06,2014,1.0,0.2,Gateway,Completed,34,Tehran,2023-07-19,Tehran,Backpack,Accessories,42.0,800162,2024-09-06,Paid
500163,105525,2026-03-13,2006,1.0,0.0,CardToCard,Completed,47,Rasht,2024-03-13,Rasht,Webcam,Electronics,48.0,800163,2026-03-13,Paid
500164,107488,2025-12-08,2004,2.0,0.05,Gateway,Completed,42,Isfahan,2025-11-03,Isfahan,Power Bank,Electronics,35.0,800164,2025-12-08,Paid
500165,106784,2024-04-17,2003,1.0,0.2,CardToCard,Completed,51,Karaj,2023-09-12,Karaj,USB-C Cable,Accessories,9.0,800165,2024-04-17,Paid
500166,109289,2024-10-22,2007,3.0,0.0,Gateway,Completed,41,Mashhad,2024-01-23,Mashhad,Headphones,Electronics,75.0,800166,2024-10-22,Paid
